"id","item","texteffect","chislo"
"2248","pistol_m01slots","BLANK_NO_EFFECTS",""
"2249","pistol_m02slots","BLANK_NO_EFFECTS",""
"2250","pistol_m03slots","BLANK_NO_EFFECTS",""
"2251","pistol_m04slots","BLANK_NO_EFFECTS",""
"2252","pistol_m05slots","BLANK_NO_EFFECTS",""
"2253","pistol_m05_set_elguapo","95 Physical Damage over 5 sec.","95"
"2254","pistol_m05_set_elguapo","8% Damage bonus when dual-wielding","8"
"2255","pistol_m06slots","BLANK_NO_EFFECTS",""
"2256","pistol_m07slots","BLANK_NO_EFFECTS",""
"2257","pistol_m08slots","BLANK_NO_EFFECTS",""
"2258","pistol_u01","+3% Cast Speed","3"
"2259","pistol_u01","1% increase in magic-finding Luck","1"
"2260","pistol_u01","+5% pet and minion Damage","5"
"2261","pistol_u01"," Charge  rate increased by 5%","5"
"2262","pistol_u01","5 Physical Damage over 5 sec.","5"
"2263","pistol_u01","+5% chance to Execute","5"
"2264","pistol_u01","3% reduction in Fumble Chance","3"
"2265","pistol_u01","2% chance to Stun target for 5 sec.","2"
"2266","pistol_u01","+3% to Poison Damage","3"
"2267","pistol_u01b"," Augmented Weapon:     ",""
"2268","pistol_u01b"," Kill 20 Spiders to Upgrade ","20"
"2269","pistol_u01b","+12 Physical Damage","12"
"2270","pistol_u01b","5% chance to Poison for 5 sec.","5"
"2271","pistol_u01b","5% chance to cast Scalding Geyser from target","5"
"2272","pistol_u01b","------------------",""
"2273","pistol_u01b","+3% Attack Speed","3"
"2274","pistol_u01b","40% bonus to Critical Damage","40"
"2275","pistol_u01b","8 Health stolen on hit","8"
"2276","pistol_u01c","+5m to Bow, Crossbow, Pistol and Wand range","5"
"2277","pistol_u01c","65 Physical Damage over 5 sec.","65"
"2278","pistol_u02"," Augmented Weapon:     ",""
"2279","pistol_u02"," Kill 50 Zombies to Upgrade ","50"
"2280","pistol_u02","175 Physical Damage over 5 sec.","175"
"2281","pistol_u02","10% chance to cast Raise Shadowling on kill","10"
"2282","pistol_u02","------------------",""
"2283","pistol_u02","+20 Physical Damage","20"
"2284","pistol_u02","+6 Dexterity Attribute bonus","6"
"2285","pistol_u02","10% chance to Poison for 5 sec.","10"
"2286","pistol_u02b","+3% Attack Speed","3"
"2287","pistol_u02b","+3% Cast Speed","3"
"2288","pistol_u02b","+4% Critical Hit Chance","4"
"2289","pistol_u02b","20% bonus to Critical Damage","20"
"2290","pistol_u02b","+1m to Bow, Crossbow, Pistol and Wand range","1"
"2291","pistol_u02b","+10% pet and minion Health","10"
"2292","pistol_u02b","+5% chance to Execute","5"
"2293","pistol_u02b","5% chance to Stun target for 2 sec.","5"
"2294","pistol_u02c","+12% Critical Hit Chance","12"
"2295","pistol_u02c","17 Health stolen on hit","17"
"2296","pistol_u03","+54 Physical Damage","54"
"2297","pistol_u03","-7 to All Armor per hit","7"
"2298","pistol_u03","+30 Knockback","30"
"2299","pistol_u03b","10% chance to Poison for 5 sec.","10"
"2300","pistol_u03b","+10% to Poison Damage","10"
"2301","pistol_u03b"," Charge  decay rate decreased by -10%","10"
"2302","pistol_u03b"," Charge  rate increased by 10%","10"
"2303","pistol_u03b","+24 Poison Armor","24"
"2304","pistol_u03b","Explosion On Death",""
"2305","pistol_u03c","10% chance to cast Lightning from target","10"
"2306","pistol_u03c","10% chance to cast Thunder from target","10"
"2307","pistol_u03c","6% reduction in Fumble Chance","6"
"2308","pistol_u03c","5% chance to Stun target for 2 sec.","5"
"2309","pistol_u03c","Silence for 1 sec.","1"
"2310","pistol_u03_set_bulletfist","+20% Melee Weapon Damage bonus","20"
"2311","pistol_u03_set_bulletfist"," Charge  rate increased by 15%","15"
"2312","pistol_u03_set_bulletfist","9% reduction in Fumble Chance","9"
"2313","pistol_u03_set_bulletfist","Silence for 3 sec.","3"
"2314","pistol_u03_set_bulletfist","2% increase in the amount of experience gained","2"
"2315","pistol_u04"," Augmented Weapon:     ",""
"2316","pistol_u04"," Kill 50 Tu`tarans to Upgrade ","50"
"2317","pistol_u04","-36 to All Armor per hit","36"
"2318","pistol_u04","1% chance to cast Fully Heal Self on kill","1"
"2319","pistol_u04","------------------",""
"2320","pistol_u04","+4% Critical Hit Chance","4"
"2321","pistol_u04","8% Damage bonus when dual-wielding","8"
"2322","pistol_u04","+10% chance to Execute","10"
"2323","pistol_u04","+10% to Poison Damage","10"
"2324","pistol_u04b","+3% Attack Speed","3"
"2325","pistol_u04b","+3% Cast Speed","3"
"2326","pistol_u04b","-29 to All Armor per hit","29"
"2327","pistol_u04b","5% chance to Freeze for 5 sec.","5"
"2328","pistol_u04b","6% increase in the amount of gold found","6"
"2329","pistol_u04b","16 Health stolen on hit","16"
"2330","pistol_u04b","+1m to Bow, Crossbow, Pistol and Wand range","1"
"2331","pistol_u04b","+1% Dodge chance","1"
"2332","pistol_u04b","+5% chance to Execute","5"
"2333","pistol_u04c","+130 Physical Damage","130"
"2334","pistol_u04c","-17 to All Armor per hit","17"
"2335","pistol_u04c","+10 Knockback","10"
"2336","pistol_u04c","1% increase in magic-finding Luck","1"
"2337","pistol_u05","+15% Cast Speed","15"
"2338","pistol_u05"," Charge  rate increased by 15%","15"
"2339","pistol_u05","12% Damage bonus when dual-wielding","12"
"2340","pistol_u05b","10% bonus to Critical Damage","10"
"2341","pistol_u05b","+22 Physical Damage","22"
"2342","pistol_u05b","5% chance to Burn for 5 sec.","5"
"2343","pistol_u05b","1% chance that target Flees for 12 sec.","1"
"2344","pistol_u05b","39 Health stolen on hit","39"
"2345","pistol_u05b","+5% to Fire Damage","5"
"2346","pistol_u05b","+5% pet and minion Armor","5"
"2347","pistol_u05b","+5% pet and minion Damage","5"
"2348","pistol_u05b","+5% chance to Execute","5"
"2349","pistol_u05b","1% increase in the amount of experience gained","1"
"2350","pistol_u05c","+30 Knockback","30"
"2351","pistol_u05c","All Damage Taken is reduced by -1,1% ","1"
"2352","pistol_u05c","15% chance to cast Raise Shadowling on kill","15"
"2353","pistol_u05_set_solima","+4% Critical Hit Chance","4"
"2354","pistol_u05_set_solima","20% bonus to Critical Damage","20"
"2355","pistol_u05_set_solima","-17 to All Armor per hit","17"
"2356","pistol_u05_set_solima","50 Health stolen on hit","50"
"2357","pistol_u05_set_solima","+50% to Poison Damage","50"
"2358","pistol_u05_set_solima2","+4% Critical Hit Chance","4"
"2359","pistol_u05_set_solima2","20% bonus to Critical Damage","20"
"2360","pistol_u05_set_solima2","-17 to All Armor per hit","17"
"2361","pistol_u05_set_solima2","11 Mana stolen on hit","11"
"2362","pistol_u05_set_solima2","+50% to Fire Damage","50"
"2363","pistol_u06","+12% Attack Speed","12"
"2364","pistol_u06","+6% Cast Speed","6"
"2365","pistol_u06","+5% to Poison Damage","5"
"2366","pistol_u06"," Charge  rate increased by 5%","5"
"2367","pistol_u06","+29 Electric Armor","29"
"2368","pistol_u06b"," Augmented Weapon:     ",""
"2369","pistol_u06b"," Kill 20 Mechanical Creatures to Upgrade ","20"
"2370","pistol_u06b","100% chance to Shock for 5 sec.","100"
"2371","pistol_u06b","------------------",""
"2372","pistol_u06b","48 Health stolen on hit","48"
"2373","pistol_u06b","10 Mana stolen on hit","10"
"2374","pistol_u06b","+1m to Bow, Crossbow, Pistol and Wand range","1"
"2375","pistol_u06b","+5% Potion effectiveness","5"
"2376","pistol_u06b"," Charge  decay rate decreased by -30%","30"
"2377","pistol_u06c","+8% to Electric Damage","8"
"2378","pistol_u06c","+8% to Fire Damage","8"
"2379","pistol_u06c","+8% to Ice Damage","8"
"2380","pistol_u06c","+8% to Poison Damage","8"
"2381","pistol_u06c","+5% Potion effectiveness","5"
"2382","pistol_u06c","25% chance to cast Chaotic Rift on strike","25"
"2383","pistol_u06c","2% chance to cast Fully Heal Self on kill","2"
"2384","pistol_u07","+6% Critical Hit Chance","6"
"2385","pistol_u07","40% bonus to Critical Damage","40"
"2386","pistol_u07","+25 Dexterity Attribute bonus","25"
"2387","pistol_u07","740 Physical Damage over 5 sec.","740"
"2388","pistol_u07b"," Augmented Weapon:     ",""
"2389","pistol_u07b"," Kill 1000 Undead Creatures to Upgrade ","1000"
"2390","pistol_u07b","140 Health stolen on hit","140"
"2391","pistol_u07b","27 Mana stolen on hit","27"
"2392","pistol_u07b","------------------",""
"2393","pistol_u07b","-131 to All Armor per hit","131"
"2394","pistol_u07b","+20% Melee Weapon Damage bonus","20"
"2395","pistol_u07b","+10% pet and minion Armor","10"
"2396","pistol_u07b","+10% pet and minion Damage","10"
"2397","pistol_u07b","420 Physical Damage over 5 sec.","420"
"2398","pistol_u07c","+20 Knockback","20"
"2399","pistol_u07c","12% Damage bonus when dual-wielding","12"
"2400","pistol_u07c","+25% chance to Execute","25"
"2401","pistol_u07c","4% chance to Stun target for 5 sec.","4"
"2402","zzz_grells_pistol1","+20 Knockback","20"
"2403","zzz_grells_pistol1","+2m to Bow, Crossbow, Pistol and Wand range","2"
"2404","zzz_grells_pistol1","+8% Ranged Weapon Damage bonus","8"
"2405","zzz_grells_pistol2","+20 Knockback","20"
"2406","zzz_grells_pistol2","+2m to Bow, Crossbow, Pistol and Wand range","2"
"2407","zzz_grells_pistol2","+8% Ranged Weapon Damage bonus","8"
"2408","fungus_caster_staff","0 Noodle Arms","0"
"2409","legendary_staff01","+15% Cast Speed","15"
"2410","legendary_staff01","15% chance to cast Glacial Spike from target","15"
"2411","legendary_staff01","+15% to Ice Damage","15"
"2412","legendary_staff02","+10% to Physical Armor","10"
"2413","legendary_staff02","5% chance to cast Call Forth the Skull on kill","5"
"2414","legendary_staff02","+15% to Fire Damage","15"
"2415","legendary_staff03","15% chance to cast Raise Shadowling on kill","15"
"2416","legendary_staff03","10% chance to Stun target for 5 sec.","10"
"2417","legendary_staff03","+15% to Electric Damage","15"
"2418","legendary_staff04","26 Mana stolen on hit","26"
"2419","legendary_staff04","+34 Mana","34"
"2420","legendary_staff04","5% chance to cast Fully Heal Self when you get hit","5"
"2421","legendary_staff05","+15% Cast Speed","15"
"2422","legendary_staff05","25% chance to cast Chaotic Rift on strike","25"
"2423","legendary_staff05","10% chance to cast Lightning from target","10"
"2424","legendary_staff05","+15% to All Damage","15"
"2425","staff_m01slots","BLANK_NO_EFFECTS",""
"2426","staff_m02slots","BLANK_NO_EFFECTS",""
"2427","staff_m03slots","BLANK_NO_EFFECTS",""
"2428","staff_m04slots","BLANK_NO_EFFECTS",""
"2429","staff_m04_set_twistedtools","Silence for 2 sec.","2"
"2430","staff_m04_set_twistedtools","-10 to All Armor per hit","10"
"2431","staff_m04_set_twistedtools","5% chance to Poison for 5 sec.","5"
"2432","staff_m05slots","BLANK_NO_EFFECTS",""
"2433","staff_m06slots","BLANK_NO_EFFECTS",""
"2434","staff_m07slots","BLANK_NO_EFFECTS",""
"2435","staff_m08slots","BLANK_NO_EFFECTS",""
"2436","staff_u01","+3% Cast Speed","3"
"2437","staff_u01","1% chance that target Flees for 12 sec.","1"
"2438","staff_u01","1% increase in magic-finding Luck","1"
"2439","staff_u01","+2 Focus Attribute bonus","2"
"2440","staff_u01","2 Mana stolen on hit","2"
"2441","staff_u01","+12% Damage to secondary targets","12"
"2442","staff_u01","+5% pet and minion Armor","5"
"2443","staff_u01","+5% pet and minion Damage","5"
"2444","staff_u01","4 Physical Damage Reflected","4"
"2445","staff_u01b","+10% Critical Hit Chance","10"
"2446","staff_u01b","1% increase in magic-finding Luck","1"
"2447","staff_u01b","+10% to All Damage","10"
"2448","staff_u01c"," Augmented Weapon:     ",""
"2449","staff_u01c"," Kill 20 Goblins to Upgrade ","20"
"2450","staff_u01c","+15% to Fire Damage","15"
"2451","staff_u01c","10% chance to cast Fire Storm from target","10"
"2452","staff_u01c","------------------",""
"2453","staff_u01c","+3% Cast Speed","3"
"2454","staff_u01c","+6% Critical Hit Chance","6"
"2455","staff_u01c","10% chance to Burn for 5 sec.","10"
"2456","staff_u01c","+5 Focus Attribute bonus","5"
"2457","staff_u02","+2% to Physical Armor","2"
"2458","staff_u02","6% chance to immobilize Target for 8 sec.","6"
"2459","staff_u02","+3% Cast Speed","3"
"2460","staff_u02","20% bonus to Critical Damage","20"
"2461","staff_u02"," Charge  decay rate decreased by -10%","10"
"2462","staff_u02"," Charge  rate increased by 5%","5"
"2463","staff_u02","20 Physical Damage over 5 sec.","20"
"2464","staff_u02","+1% Dodge chance","1"
"2465","staff_u02b","10% chance to Burn for 5 sec.","10"
"2466","staff_u02b","20% chance that target Flees for 3 sec.","20"
"2467","staff_u02c","+8% to Electric Damage","8"
"2468","staff_u02c","+8% to Fire Damage","8"
"2469","staff_u02c","+8% to Ice Damage","8"
"2470","staff_u02c","+8% to Poison Damage","8"
"2471","staff_u02c","2 Mana stolen on hit","2"
"2472","staff_u02c","33% chance to cast Chaotic Rift on strike","33"
"2473","staff_u03","+3% Attack Speed","3"
"2474","staff_u03","+3% Cast Speed","3"
"2475","staff_u03","+5 Vitality Attribute bonus","5"
"2476","staff_u03","-7 to All Armor per hit","7"
"2477","staff_u03","2% chance that target Flees for 3 sec.","2"
"2478","staff_u03","10 Health stolen on hit","10"
"2479","staff_u03","+5 Focus Attribute bonus","5"
"2480","staff_u03","+5% Potion effectiveness","5"
"2481","staff_u03"," Charge  decay rate decreased by -10%","10"
"2482","staff_u03","3% reduction in Fumble Chance","3"
"2483","staff_u03","5% chance to Stun target for 2 sec.","5"
"2484","staff_u03b","+20% Cast Speed","20"
"2485","staff_u03b","-8 to All Armor per hit","8"
"2486","staff_u03b","33% chance to cast Lightning from target","33"
"2487","staff_u03c","+8% Critical Hit Chance","8"
"2488","staff_u03c","40% bonus to Critical Damage","40"
"2489","staff_u03c","3% chance to immobilize Target for 8 sec.","3"
"2490","staff_u03c","3% reduction in Fumble Chance","3"
"2491","staff_u04","+2% Critical Hit Chance","2"
"2492","staff_u04","10% bonus to Critical Damage","10"
"2493","staff_u04","5% chance to Freeze for 5 sec.","5"
"2494","staff_u04","14 Health stolen on hit","14"
"2495","staff_u04","+5% to Ice Damage","5"
"2496","staff_u04","All Damage Taken is reduced by -1,1% ","1"
"2497","staff_u04","+16 Ice Armor","16"
"2498","staff_u04","2% chance to Stun target for 5 sec.","2"
"2499","staff_u04","Silence for 1 sec.","1"
"2500","staff_u04","4% faster movement speed","4"
"2501","staff_u04b","+9% Cast Speed","9"
"2502","staff_u04b","2% chance to cast Fully Heal Self on kill","2"
"2503","staff_u04b","5% chance to cast Raise Shadowling on kill","5"
"2504","staff_u04b"," Charge  rate increased by 25%","25"
"2505","staff_u04b","15% reduction in Fumble Chance","15"
"2506","staff_u04c","+8% Attack Speed","8"
"2507","staff_u04c","+15% Cast Speed","15"
"2508","staff_u04c","2% increase in magic-finding Luck","2"
"2509","staff_u04c","+12% Damage to secondary targets","12"
"2510","staff_u05"," Augmented Weapon:     ",""
"2511","staff_u05"," Kill 20 Dwarves to Upgrade ","20"
"2512","staff_u05","+86 Physical Damage","86"
"2513","staff_u05","5% chance to cast Lightning from target","5"
"2514","staff_u05","------------------",""
"2515","staff_u05","+61 Physical Damage","61"
"2516","staff_u05","10% chance to Shock for 5 sec.","10"
"2517","staff_u05","2% chance that target Flees for 12 sec.","2"
"2518","staff_u05"," Charge  rate increased by 10%","10"
"2519","staff_u05","1% chance to charm target for 20 sec.","1"
"2520","staff_u05b","+15% pet and minion Damage","15"
"2521","staff_u05b","2% chance to charm target for 120 sec.","2"
"2522","staff_u05c"," Augmented Weapon:     ",""
"2523","staff_u05c"," Kill 50 Zombies to Upgrade ","50"
"2524","staff_u05c","2090 Physical Damage over 5 sec.","2090"
"2525","staff_u05c","10% chance to cast Raise Shadowling on kill","10"
"2526","staff_u05c","------------------",""
"2527","staff_u05c","63 Health stolen on hit","63"
"2528","staff_u05c","13 Mana stolen on hit","13"
"2529","staff_u05c"," Charge  rate increased by 15%","15"
"2530","staff_u06","+6% Cast Speed","6"
"2531","staff_u06","20% bonus to Critical Damage","20"
"2532","staff_u06","-58 to All Armor per hit","58"
"2533","staff_u06","45 Health stolen on hit","45"
"2534","staff_u06","+10% to Fire Damage","10"
"2535","staff_u06","490 Physical Damage over 5 sec.","490"
"2536","staff_u06b","14 Mana stolen on hit","14"
"2537","staff_u06b","+18% Damage to secondary targets","18"
"2538","staff_u06b","25% chance to cast Raise Shadowling on kill","25"
"2539","staff_u06c","+15% to Electric Damage","15"
"2540","staff_u06c","+15% to Fire Damage","15"
"2541","staff_u06c","+15% to Ice Damage","15"
